SchCD|Ac_Year|BoysB13C8|GirlsB13C8|BoysB13C9|GirlsB13C9|BoysB13C10|GirlsB13C10|Boys13C8|Girls13C8|Boys13C9|Girls13C9|Boys13C10|Girls13C10|Boys14C8|Girls14C8|Boys14C9|Girls14C9|Boys14C10|Girls14C10|Boys15C8|Girls15C8|Boys15C9|Girls15C9|Boys15C10|Girls15C10|BoysA15C8|GirlsA15C8|BoysA15C9|GirlsA15C9|BoysA15C10|GirlsA15C10|BoysB15C11|GirlB15C11|BoysB15C12|GirlB15C12|Boys15C11|Girl15C11|Boys15C12|Girl15C12|Boys16C11|Girl16C11|Boys16C12|Girl16C12|Boys17C11|Girl17C11|Boys17C12|Girl17C12|BoysA17C11|GirlA17C11|BoysA17C12|GirlA17C12|SCHCD1|AC_YEAR1|E5YB_B8|E5YB_G8|ECY_B8|ECY_G8|E5YB_B9|E5YB_G9|ECY_B9|ECY_G9|E5YB_B10|E5YB_G10|ECY_B10|ECY_G10|E5YB_B11|E5YB_G11|ECY_B11|ECY_G11|E5YB_B12|E5YB_G12|ECY_B12|ECY_G12|CHKBIT
29020200610|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020200610|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020200611|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020200611|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020200612|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020200612|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020200613|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020200613|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020200614|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020200614|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020200701|2010-11|0|0|0|0|0|0|1|3|0|0|0|0|25|11|16|13|0|0|0|0|11|1|0|0|0|0|0|0|29|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020200701|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020200901|2010-11|6|16|0|0|0|0|4|8|1|0|0|0|2|3|18|6|0|0|1|1|10|7|9|5|0|0|3|4|17|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020200901|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020201101|2010-11|0|0|0|0|0|0|50|35|0|0|0|0|3|1|48|41|0|0|3|0|12|3|51|32|0|0|3|1|10|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020201101|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020201102|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020201102|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020201201|2010-11|0|0|0|0|0|0|18|10|0|0|0|0|0|0|20|16|0|0|0|0|0|0|26|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020201201|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020201202|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020201202|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010200101|2010-11|0|0|0|0|0|0|5|8|0|0|0|0|13|18|6|9|0|0|0|0|18|18|7|13|0|0|0|0|9|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010200101|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010200201|2010-11|0|0|0|0|0|0|13|13|0|0|0|0|0|0|18|11|0|0|0|0|1|0|0|1|0|0|1|0|19|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010200201|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010200701|2010-11|0|0|0|0|0|0|0|39|0|0|0|0|0|5|0|44|0|0|0|5|0|5|0|51|0|0|0|6|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010200701|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010200702|2010-11|0|0|0|0|0|0|39|34|0|0|0|0|0|0|28|28|0|0|0|0|0|0|33|34|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010200702|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010200703|2010-11|0|0|0|0|0|0|94|53|0|0|0|0|0|0|113|36|0|0|0|0|0|0|137|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010200703|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010200704|2010-11|0|0|0|0|0|0|26|21|0|0|0|0|0|0|18|12|0|0|0|0|0|0|12|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010200704|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010200706|2010-11|0|0|0|0|0|0|2|2|1|0|0|0|15|11|4|0|0|0|1|1|26|15|0|1|0|0|4|0|25|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010200706|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010200707|2010-11|0|0|0|0|0|0|21|28|0|0|0|0|0|0|21|20|0|0|0|0|0|0|27|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010200707|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010200708|2010-11|0|0|0|0|0|0|25|24|0|0|0|0|5|6|32|30|0|0|0|0|3|9|16|15|0|0|0|0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010200708|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010200709|2010-11|0|0|0|0|0|0|17|14|0|0|0|0|6|3|6|12|0|0|0|0|3|2|11|6|0|0|2|3|7|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010200709|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010200710|2010-11|0|0|0|0|0|0|18|16|0|0|0|0|0|0|31|10|0|0|0|0|0|0|29|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010200710|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010813301|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010813301|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010813401|2010-11|0|0|0|0|0|0|11|35|3|1|0|0|1|1|20|36|0|0|1|0|5|5|16|34|0|0|0|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010813401|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010813402|2010-11|0|0|0|0|0|0|35|25|0|0|0|0|0|0|26|31|0|0|0|0|0|0|34|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010813402|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010813403|2010-11|0|0|0|0|0|0|88|43|0|0|0|0|0|0|79|55|0|0|0|0|0|0|50|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010813403|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010813404|2010-11|0|0|0|0|0|0|30|30|0|0|0|0|0|0|35|25|0|0|0|0|0|0|30|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010813404|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010813405|2010-11|0|0|0|0|0|0|238|53|0|0|0|0|0|0|289|111|0|0|0|0|0|0|253|104|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010813405|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010813406|2010-11|0|0|0|0|0|0|0|26|0|0|0|0|0|158|0|16|0|0|0|14|0|180|0|8|0|0|0|17|0|201|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010813406|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010813407|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010813407|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010813408|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010813408|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010813409|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010813409|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010813410|2010-11|0|0|0|0|0|0|30|30|0|0|0|0|0|0|30|29|0|0|0|0|0|0|29|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010813410|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010201701|2010-11|0|0|0|0|0|0|27|16|0|1|0|0|11|1|26|19|0|0|3|0|6|1|21|35|0|0|2|0|4|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010201701|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010201702|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|65|54|0|0|0|0|5|6|58|38|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010201702|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010201703|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010201703|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010201801|2010-11|0|0|0|0|0|0|20|14|0|0|0|0|0|0|19|14|0|0|0|0|0|0|29|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010201801|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010201901|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|37|30|0|0|0|0|0|0|23|27|0|0|0|0|0|0|50|37|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010201901|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010202101|2010-11|0|0|0|0|0|0|29|34|0|0|0|0|0|0|50|45|0|0|0|0|0|0|61|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010202101|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010202501|2010-11|2|1|0|0|0|0|56|37|0|0|0|0|8|1|39|30|1|0|0|0|8|2|32|18|0|0|1|0|2|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010202501|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010202701|2010-11|0|0|0|0|0|0|48|29|0|0|0|0|0|0|41|46|0|0|0|0|0|0|51|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010202701|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010202901|2010-11|0|0|0|0|0|0|34|30|0|0|0|0|0|0|37|35|0|0|0|0|0|0|36|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010202901|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010203401|2010-11|0|0|0|0|0|0|68|49|0|0|0|0|0|0|60|36|0|0|0|0|0|0|49|48|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010203401|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010203501|2010-11|0|0|0|0|0|0|69|51|0|0|0|0|0|0|66|62|0|0|0|0|0|0|65|45|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010203501|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020704901|2010-11|0|0|0|0|0|0|40|31|0|0|0|0|6|2|48|34|0|0|0|0|3|2|0|0|0|0|2|1|53|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020704901|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020705001|2010-11|0|0|0|0|0|0|16|13|0|0|0|0|0|0|29|15|0|0|0|0|0|0|18|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020705001|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020705701|2010-11|6|7|0|0|0|0|12|10|0|2|0|0|0|0|23|17|0|0|0|0|1|2|2|4|0|0|0|0|19|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020705701|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020705702|2010-11|0|2|0|0|0|0|48|36|2|0|0|0|4|5|58|60|0|0|0|1|4|2|40|71|0|0|2|0|18|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020705702|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020705703|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020705703|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020705704|2010-11|0|0|0|0|0|0|7|15|0|0|0|0|0|0|0|0|0|0|0|0|9|19|0|0|0|0|0|0|23|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020705704|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020706401|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|17|17|0|0|0|0|1|0|23|20|16|15|0|0|2|5|6|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020706401|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020706901|2010-11|0|0|0|0|0|0|18|18|0|0|0|0|2|2|23|18|0|0|1|5|2|2|3|0|0|0|3|4|35|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020706901|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020707101|2010-11|0|0|0|0|0|0|40|33|0|0|0|0|2|5|36|19|0|0|1|1|4|0|0|0|0|0|0|0|41|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020707101|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020707201|2010-11|0|0|0|0|0|0|34|16|0|0|0|0|4|7|20|14|0|0|1|0|5|2|25|20|0|0|0|0|7|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020707201|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020707401|2010-11|3|0|0|0|0|0|30|24|1|0|0|0|8|12|7|4|0|0|0|0|20|29|0|1|2|2|11|6|36|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020707401|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207802|2010-11|0|0|0|0|0|0|96|74|0|0|0|0|0|0|118|94|0|0|0|0|0|0|116|85|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29011207802|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207803|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29011207803|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208001|2010-11|6|9|0|0|0|0|29|37|5|7|0|0|15|14|38|36|12|13|0|1|3|4|45|49|0|0|2|3|12|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29011208001|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208002|2010-11|42|16|0|0|0|0|121|30|0|0|0|0|24|5|130|88|0|0|0|0|22|14|96|29|0|0|0|0|41|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29011208002|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208003|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29011208003|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208004|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29011208004|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208005|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29011208005|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208006|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29011208006|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208007|2010-11|0|0|0|0|0|0|7|17|0|0|0|0|2|3|10|25|0|0|0|0|1|1|14|30|0|0|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29011208007|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208501|2010-11|0|0|0|0|0|0|17|20|0|0|0|0|0|0|15|36|0|0|0|0|0|0|28|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29011208501|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208601|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|19|18|0|0|0|0|0|0|30|20|0|0|0|0|0|0|15|23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29011208601|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020906902|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020906902|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020907201|2010-11|0|0|0|0|0|0|28|18|0|0|0|0|16|11|25|18|0|0|5|3|8|6|19|16|0|0|2|5|7|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020907201|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020907202|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020907202|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020907401|2010-11|0|0|0|0|0|0|27|23|0|0|0|0|0|0|17|19|0|0|0|0|0|0|26|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020907401|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020907402|2010-11|0|0|0|0|0|0|44|17|0|0|0|0|0|0|34|25|0|0|0|0|0|0|51|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020907402|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020907901|2010-11|0|0|0|0|0|0|25|5|2|1|0|0|11|4|18|8|0|0|1|0|8|2|15|8|3|0|2|1|15|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020907901|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020908201|2010-11|0|0|0|0|0|0|0|291|0|0|0|0|0|3|0|395|0|0|0|0|0|4|0|380|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020908201|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020908202|2010-11|0|0|0|0|0|0|29|20|0|0|0|0|0|0|24|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020908202|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020908203|2010-11|0|0|0|0|0|0|24|17|0|0|0|0|0|0|15|13|0|0|0|0|0|0|20|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020908203|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020908501|2010-11|0|1|0|0|0|0|2|0|0|0|0|0|74|26|9|4|0|0|40|3|93|15|16|2|0|0|23|1|69|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020908501|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020908502|2010-11|0|1|0|0|0|0|3|15|0|1|0|0|7|39|7|33|0|0|0|0|5|25|7|14|1|1|4|4|11|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29020908502|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010305301|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|50|43|0|0|0|0|0|0|51|34|0|0|0|0|0|0|11|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010305301|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010305302|2010-11|0|0|0|0|0|0|28|23|0|0|0|0|0|0|27|22|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010305302|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010305401|2010-11|0|0|0|0|0|0|11|10|0|0|0|0|3|4|15|9|0|0|0|0|3|3|13|10|0|0|1|0|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010305401|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010305501|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|36|19|0|0|0|0|0|0|32|25|0|0|0|0|0|0|23|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010305501|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29010305601|2010-11|0|2|0|0|0|0|8|11|3|0|0|0|0|1|8|5|0|0|0|0|1|1|0|9|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29010305601|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
